Index,Name,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throes,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Asists,Rebound,Pie,Height,Weight,Country,Previous Team,Age,Birthdate,Draft,Experience,Total Awards
114,Thanasis Antetokounmpo,Forward,4 ,3 ,2 ,1 ,2 ,2 ,--,1 ,164,449,FALSE,1.4,0.4,1.2,4.1,"6'7"" (2.01m)",219lb (99kg),Greece,Panathinaikos,30 years,"July 18, 1992",2014 R2 Pick 51,4 Years,0
115,Carmelo Anthony,Forward,42 ,17 ,9 ,5 ,18 ,16 ,4 ,2 ,1260,28289,FALSE,22.5,2.7,6.2,--,"6'7"" (2.01m)",238lb (108kg),USA,Syracuse,--,"May 29, 1984",2003 R1 Pick 3,20 Years,39
116,Cole Anthony,Guard,--,--,--,--,--,--,--,--,172,2448,FALSE,13,3.9,4.8,11.6,"6'3"" (1.91m)",185lb (84kg),USA,North Carolina,22 years,"May 15, 2000",2020 R1 Pick 15,2 Years,0
117,Greg Anthony,Guard,16 ,6 ,8 ,4 ,5 ,5 ,3 ,1 ,757,5497,FALSE,7.3,4,1.9,--,"6'1"" (1.85m)",180lb (82kg),USA,UNLV,--,"November 15, 1967",1991 R1 Pick 12,11 Years,0
118,Joel Anthony,Center,12 ,11 ,2 ,2 ,6 ,6 ,--,5 ,490,1064,FALSE,2.2,0.2,2.8,--,"6'9"" (2.06m)",245lb (111kg),Canada,UNLV,--,"August 9, 1982",Undrafted,11 Years,0
119,Pero Antic,Forward-Center,8 ,7 ,2 ,2 ,3 ,4 ,2 ,2 ,113,708,FALSE,6.3,0.9,3.5,--,"6'11"" (2.11m)",260lb (118kg),Macedonia,Olympiacos,--,"July 29, 1982",Undrafted,2 Years,0
120,O.G. Anunoby,Forward,26 ,13 ,4 ,3 ,10 ,6 ,4 ,2 ,368,4268,FALSE,16.8,2,5,8.7,"6'7"" (2.01m)",232lb (105kg),United Kingdom,Indiana,25 years,"July 17, 1997",2017 R1 Pick 23,5 Years,0
121,Keith Appling,--,--,--,--,--,--,--,--,--,5,6,FALSE,1.2,0.2,0.2,--,"6'1"" (1.85m)",185lb (84kg),USA,Michigan State,--,"February 13, 1992",Undrafted,1 Year,0
122,Rafael Araujo,Center,7 ,4 ,1 ,1 ,2 ,3 ,--,--,139,389,FALSE,2.8,0.3,2.8,--,"6'11"" (2.11m)",270lb (122kg),Brazil,Brigham Young,--,"August 12, 1980",2004 R1 Pick 8,4 Years,0
123,Stacey Arceneaux,Forward,--,--,--,--,--,--,--,--,7,50,FALSE,7.1,0.6,4.6,--,"6'4"" (1.93m)",210lb (95kg),USA,Iowa State,--,"February 17, 1936",Undrafted,1 Year,0
124,Nate Archibald,Guard,28 ,3 ,14 ,2 ,11 ,12 ,1 ,1 ,876,16481,TRUE,18.8,7.4,2.3,--,"6'1"" (1.85m)",150lb (68kg),USA,Texas-El Paso,--,"September 2, 1948",1970 R2 Pick 19,13 Years,9
125,Robert Archibald,Forward,--,--,--,--,--,--,--,--,44,51,FALSE,1.2,0.4,1.6,--,"6'11"" (2.11m)",250lb (113kg),Scotland,Illinois,--,"March 29, 1980",2002 R2 Pick 31,3 Years,1
126,Ryan Arcidiacono,--,--,--,--,--,--,--,--,--,237,1031,FALSE,1.3,1.2,0.8,2.6,"6'3"" (1.91m)",195lb (88kg),USA,Villanova,29 years,"March 26, 1994",Undrafted,5 Years,0
127,Jim Ard,Center,9 ,4 ,2 ,--,3 ,3 ,--,1 ,218,771,FALSE,3.5,0.7,3.8,--,"6'9"" (2.06m)",215lb (98kg),USA,Cincinnati,--,"September 19, 1948",1970 R1 Pick 6,4 Years,0
128,Gilbert Arenas,Guard,44 ,8 ,14 ,6 ,14 ,14 ,6 ,2 ,552,11402,FALSE,20.7,5.3,3.9,--,"6'4"" (1.93m)",215lb (98kg),USA,Arizona,--,"January 6, 1982",2001 R2 Pick 30,12 Years,13
129,Trevor Ariza,--,30 ,15 ,9 ,4 ,10 ,6 ,6 ,2 ,1118,11593,FALSE,10.4,2.1,4.8,--,"6'8"" (2.03m)",215lb (98kg),USA,UCLA,--,"June 30, 1985",2004 R2 Pick 43,18 Years,0
130,Paul Arizin,Forward,43 ,--,8 ,--,16 ,15 ,--,--,713,16266,TRUE,22.8,2.3,8.6,--,"6'4"" (1.93m)",190lb (86kg),USA,Villanova,--,"April 9, 1928",1950,10 Years,6
131,Joe Arlauckas,Forward,--,--,--,--,--,--,--,--,9,34,FALSE,3.8,0.9,1.4,--,"6'9"" (2.06m)",230lb (104kg),USA,Niagara,--,"July 20, 1965",1987 R4 Pick 74,1 Year,0
132,B.J. Armstrong,Guard,23 ,6 ,10 ,4 ,10 ,10 ,4 ,1 ,747,7320,FALSE,9.8,3.3,1.8,--,"6'2"" (1.88m)",185lb (84kg),USA,Iowa,--,"September 9, 1967",1989 R1 Pick 18,11 Years,0
133,Bob Armstrong,Center,--,--,--,--,--,--,--,--,19,28,FALSE,1.5,0.2,2.1,--,"6'8"" (2.03m)",220lb (100kg),USA,Michigan State,--,"June 17, 1933",1955,1 Year,0
134,Brandon Armstrong,Guard,2 ,2 ,1 ,1 ,1 ,--,--,--,108,239,FALSE,2.2,0.2,0.6,--,"6'5"" (1.96m)",185lb (84kg),USA,Pepperdine,--,"June 16, 1980",2001 R1 Pick 23,4 Years,0
135,Darrell Armstrong,Guard,21 ,10 ,8 ,4 ,6 ,9 ,4 ,1 ,840,7712,FALSE,9.2,4,2.7,--,"6'1"" (1.85m)",180lb (82kg),USA,Fayetteville State,--,"June 22, 1968",Undrafted,15 Years,4
136,Hilton Armstrong,Forward-Center,9 ,6 ,1 ,2 ,4 ,3 ,--,2 ,292,880,FALSE,3,0.3,2.6,--,"6'11"" (2.11m)",235lb (107kg),USA,Connecticut,--,"November 23, 1984",2006 R1 Pick 12,6 Years,0
137,Paul Armstrong,Guard,8 ,--,2 ,--,4 ,1 ,--,--,153,1040,FALSE,6.8,2.3,2.3,--,"5'11"" (1.80m)",170lb (77kg),USA,Indiana,--,"November 1, 1918",Undrafted,3 Years,0
138,Tate Armstrong,Guard,--,--,--,--,--,--,--,--,92,350,FALSE,3.8,1.1,1,--,"6'3"" (1.91m)",175lb (79kg),USA,Duke,--,"October 5, 1955",1977 R1 Pick 13,2 Years,1
139,Jesse Arnelle,Forward,--,--,--,--,--,--,--,--,31,147,FALSE,4.7,0.6,5.5,--,"6'5"" (1.96m)",220lb (100kg),USA,Penn State,--,"December 30, 1933",1955 R2 Pick 13,1 Year,0
140,Jay Arnette,Guard,6 ,--,3 ,--,3 ,4 ,--,--,114,424,FALSE,3.7,1.2,1,--,"6'2"" (1.88m)",175lb (79kg),USA,Texas-Austin,--,"December 19, 1938",1960 R2 Pick 9,3 Years,1
141,Bob Arnzen,Forward,--,--,--,--,--,--,--,--,55,301,FALSE,5.5,0.4,2.8,--,"6'5"" (1.96m)",205lb (93kg),USA,Notre Dame,--,"November 3, 1947",1969 R8 Pick 103,1 Year,0
142,Carlos Arroyo,Guard,8 ,4 ,7 ,1 ,4 ,5 ,--,1 ,569,3770,FALSE,6.6,3.1,1.7,--,"6'2"" (1.88m)",200lb (91kg),Puerto Rico,Florida International,--,"July 30, 1979",Undrafted,10 Years,1
143,Darrell Arthur,Forward,14 ,6 ,2 ,2 ,7 ,3 ,1 ,3 ,503,3282,FALSE,6.5,0.8,3.5,--,"6'9"" (2.06m)",235lb (107kg),USA,Kansas,--,"March 25, 1988",2008 R1 Pick 27,10 Years,0
144,John Arthurs,Guard,--,--,--,--,--,--,--,--,11,35,FALSE,3.2,1.5,1.3,--,"6'4"" (1.93m)",185lb (84kg),USA,Tulane,--,"August 15, 1947",1969 R6 Pick 73,1 Year,0
145,Jamel Artis,Guard,--,--,--,--,--,--,--,--,15,77,FALSE,5.1,1.2,2.5,--,"6'7"" (2.01m)",213lb (97kg),USA,Pittsburgh,--,"January 12, 1993",Undrafted,2 Years,0
146,Omer Asik,Center,21 ,15 ,2 ,2 ,7 ,13 ,--,4 ,471,2479,FALSE,5.3,0.6,7.1,--,"7'0"" (2.13m)",255lb (116kg),Turkey,Fenerbahce,--,"July 4, 1986",2008 R2 Pick 36,9 Years,0
147,Vincent Askew,--,12 ,6 ,5 ,2 ,5 ,5 ,2 ,3 ,467,3311,FALSE,7.1,2.2,2.5,--,"6'6"" (1.98m)",210lb (95kg),USA,Memphis,--,"February 28, 1966",1987 R2 Pick 39,9 Years,0
148,Keith Askins,Forward-Guard,13 ,5 ,3 ,2 ,4 ,3 ,2 ,1 ,486,1852,FALSE,3.8,0.8,2.9,--,"6'8"" (2.03m)",215lb (98kg),USA,Alabama,--,"December 15, 1967",Undrafted,9 Years,0
149,Don Asmonga,Guard,--,--,--,--,--,--,--,--,7,5,FALSE,0.7,0.7,0.1,--,"6'2"" (1.88m)",185lb (84kg),USA,Alliance,--,"February 15, 1928",Undrafted,1 Year,0
150,Richard Atha,Guard,--,--,--,--,--,--,--,--,43,137,FALSE,3.2,1.2,1.5,--,"6'2"" (1.88m)",190lb (86kg),USA,Indiana State,--,"September 21, 1931",1953,2 Years,0
151,Chucky Atkins,Guard,23 ,7 ,8 ,3 ,8 ,9 ,4 ,1 ,696,6863,FALSE,9.9,3.4,1.7,--,"5'11"" (1.80m)",185lb (84kg),USA,South Florida,--,"August 14, 1974",Undrafted,12 Years,1
152,Alvin Attles,Guard,18 ,--,12 ,--,8 ,8 ,--,--,711,6328,FALSE,8.9,3.5,3.5,--,"6'1"" (1.85m)",175lb (79kg),USA,North Carolina A&T,--,"November 7, 1936",1960 R5 Pick 39,11 Years,0
153,Chet Aubuchon,Guard,--,--,--,--,--,--,--,--,30,65,FALSE,2.2,0.7,--,--,"5'10"" (1.78m)",137lb (62kg),USA,Michigan State,--,"May 8, 1916",Undrafted,1 Year,0
154,Stacey Augmon,Forward-Guard,23 ,8 ,6 ,3 ,7 ,9 ,--,2 ,1001,7990,FALSE,8,1.6,3.2,--,"6'8"" (2.03m)",213lb (97kg),USA,UNLV,--,"August 1, 1968",1991 R1 Pick 9,16 Years,3
155,D.J. Augustin,Guard,25 ,3 ,11 ,2 ,10 ,10 ,4 ,1 ,976,9259,FALSE,5.3,1.9,1.2,7.1,"5'11"" (1.80m)",183lb (83kg),USA,Texas-Austin,35 years,"November 10, 1987",2008 R1 Pick 9,14 Years,1
156,James Augustine,Forward,2 ,1 ,--,--,1 ,--,--,--,27,42,FALSE,1.6,0.1,1.2,--,"6'10"" (2.08m)",235lb (107kg),USA,Illinois,--,"February 27, 1984",2006 R2 Pick 41,2 Years,0
157,Ike Austin,--,12 ,8 ,4 ,3 ,5 ,6 ,1 ,2 ,432,3285,FALSE,7.6,1.2,4.7,--,"6'10"" (2.08m)",288lb (131kg),USA,Arizona State,--,"August 18, 1969",1991 R2 Pick 48,9 Years,1
158,John Austin,Guard,--,--,--,--,--,--,--,--,4,23,FALSE,5.8,1,1.8,--,"6'0"" (1.83m)",170lb (77kg),USA,Boston College,--,"August 31, 1944",1966 R4 Pick 38,1 Year,0
159,Ken Austin,Forward,--,--,--,--,--,--,--,--,7,12,FALSE,1.7,0.1,0.4,--,"6'9"" (2.06m)",205lb (93kg),USA,Rice,--,"July 15, 1961",1983 R5 Pick 101,1 Year,0
160,Deni Avdija,Forward,--,--,--,--,--,--,--,--,212,1724,FALSE,9.2,2.8,6.4,8.4,"6'9"" (2.06m)",210lb (95kg),Israel,Maccabi Tel Aviv,22 years,"January 3, 2001",2020 R1 Pick 9,2 Years,0
161,Anthony Avent,Center,13 ,7 ,1 ,--,3 ,7 ,--,1 ,352,1958,FALSE,5.6,0.8,4.5,--,"6'9"" (2.06m)",240lb (109kg),USA,Seton Hall,--,"October 18, 1969",1991 R1 Pick 15,6 Years,0
162,William Averitt,Guard,--,--,--,--,--,--,--,--,130,1085,FALSE,8.3,2.5,1.2,--,"6'2"" (1.88m)",170lb (77kg),USA,Pepperdine,--,"July 22, 1952",1973 R4 Pick 55,2 Years,0
163,William Avery,Guard,7 ,1 ,1 ,--,3 ,--,1 ,1 ,142,379,FALSE,2.7,1.4,0.7,--,"6'2"" (1.88m)",180lb (82kg),USA,Duke,--,"August 8, 1979",1999 R1 Pick 14,4 Years,0
164,Dennis Awtrey,Center,15 ,12 ,8 ,2 ,6 ,4 ,--,2 ,733,3516,FALSE,4.8,2,4.6,--,"6'10"" (2.08m)",235lb (107kg),USA,Santa Clara,--,"February 22, 1948",1970 R3 Pick 46,12 Years,0
165,Joel Ayayi,--,--,--,--,--,--,--,--,--,7,2,FALSE,0.3,0.6,0.4,--,"6'4"" (1.93m)",180lb (82kg),France,Gonzaga,--,"March 5, 2000",Undrafted,2 Years,0
166,Gustavo Ayon,--,2 ,--,--,--,1 ,--,--,--,135,635,FALSE,4.7,1.3,4.4,--,--,--,Mexico,Baloncesto Fuenlabrada,--,"April 1, 1985",Undrafted,3 Years,0
167,Jeff Ayres,Forward-Center,8 ,7 ,2 ,1 ,4 ,3 ,--,3 ,237,690,FALSE,2.9,0.4,2.7,--,"6'9"" (2.06m)",250lb (113kg),USA,Arizona State,--,"April 29, 1987",2009 R2 Pick 31,7 Years,0
168,Deandre Ayton,Center,28 ,22 ,5 ,3 ,13 ,6 ,1 ,4 ,303,5046,FALSE,18,1.7,10,14.5,"7'0"" (2.13m)",250lb (113kg),Bahamas,Arizona,24 years,"July 23, 1998",2018 R1 Pick 1,4 Years,2
169,Kelenna Azubuike,Guard,3 ,4 ,--,1 ,1 ,2 ,1 ,--,208,2178,FALSE,10.5,1.1,4,--,"6'5"" (1.96m)",215lb (98kg),United Kingdom,Kentucky,--,"December 16, 1983",Undrafted,5 Years,0
170,Udoka Azubuike,Center-Forward,--,1 ,--,--,--,--,--,--,68,221,FALSE,3.5,0.3,3.3,11.4,"6'11"" (2.11m)",270lb (122kg),Nigeria,Kansas,23 years,"September 17, 1999",2020 R1 Pick 27,2 Years,0
171,Chris Babb,Guard,--,--,--,--,--,--,--,--,14,22,FALSE,1.6,0.2,1.2,--,"6'5"" (1.96m)",225lb (102kg),USA,Iowa State,--,"February 14, 1990",Undrafted,3 Years,0
172,Chris Babb,Guard,--,--,--,--,--,--,--,--,14,22,FALSE,4.8,0.6,2.2,--,"6'9"" (2.06m)",225lb (102kg),USA,Nevada-Reno,--,"June 20, 1989",2010 R1 Pick 16,9 Years,0
173,Milos Babic,Center,--,--,--,--,--,--,--,--,21,37,FALSE,1.8,0.5,1,--,"7'0"" (2.13m)",240lb (109kg),USA,Tennessee Tech,--,"November 23, 1968",1990 R2 Pick 50,2 Years,0
174,Johnny Bach,Forward,--,--,--,--,--,--,--,--,34,119,FALSE,3.5,0.7,--,--,"6'2"" (1.88m)",180lb (82kg),USA,Fordham,--,"July 10, 1924",1948,1 Year,0
175,Dwayne Bacon,Guard-Forward,--,--,--,--,--,--,--,--,207,1503,FALSE,7.3,1.1,2.6,--,"6'6"" (1.98m)",221lb (100kg),USA,Florida State,27 years,"August 30, 1995",2017 R2 Pick 40,5 Years,0
176,Dwayne Bacon,Guard-Forward,--,--,--,--,--,--,--,--,207,1503,FALSE,--,--,--,--,"7'1"" (2.16m)",240lb (109kg),Senegal,FC Barcelona,20 years,"October 13, 2002",Undrafted,Rookie,0
177,Jim Baechtold,Forward,21 ,--,5 ,--,9 ,7 ,--,--,321,3123,FALSE,9.7,2.1,3.1,--,"6'4"" (1.93m)",205lb (93kg),USA,Eastern Kentucky,--,"December 9, 1927",1952 R1 Pick 2,5 Years,0
178,Dalibor Bagaric,Center,--,--,--,--,--,--,--,--,95,251,FALSE,2.6,0.4,2.5,--,"7'1"" (2.16m)",290lb (132kg),Croatia,Benston Zagreb,--,"July 2, 1980",2000 R1 Pick 24,4 Years,0
179,John Bagley,Guard,35 ,7 ,15 ,5 ,11 ,12 ,1 ,1 ,665,5802,FALSE,8.7,6,2.6,--,"6'0"" (1.83m)",185lb (84kg),USA,Boston College,--,"April 23, 1960",1982 R1 Pick 12,11 Years,0
180,Marvin Bagley III,Forward,--,--,--,--,--,--,--,--,208,2760,FALSE,12,0.9,6.4,11.2,"6'10"" (2.08m)",235lb (107kg),USA,Duke,24 years,"March 14, 1999",2018 R1 Pick 2,4 Years,1
181,Carl Bailey,Center,--,--,--,--,--,--,--,--,1,2,FALSE,2,--,--,--,"7'0"" (2.13m)",210lb (95kg),USA,Tuskegee,--,"April 23, 1958",1980 R3 Pick 66,1 Year,0
182,Gus Bailey,Guard,13 ,--,5 ,--,5 ,4 ,--,1 ,147,389,FALSE,2.6,1.1,1.7,--,"6'5"" (1.96m)",185lb (84kg),USA,Texas-El Paso,--,"February 18, 1951",1974 R2 Pick 23,5 Years,0
183,James Bailey,Forward,13 ,7 ,1 ,3 ,6 ,5 ,--,2 ,595,5246,FALSE,8.8,0.8,5,--,"6'9"" (2.06m)",220lb (100kg),USA,Rutgers,--,"May 21, 1957",1979 R1 Pick 6,9 Years,0
184,Thurl Bailey,Forward,39 ,14 ,6 ,2 ,15 ,12 ,--,4 ,928,11834,FALSE,12.8,1.4,5.1,--,"6'11"" (2.11m)",247lb (112kg),USA,North Carolina State,--,"April 7, 1961",1983 R1 Pick 7,12 Years,2
185,Toby Bailey,Guard,4 ,1 ,1 ,--,1 ,2 ,--,--,73,241,FALSE,3.3,0.6,1.7,--,"6'6"" (1.98m)",213lb (97kg),USA,UCLA,--,"November 19, 1975",1998 R2 Pick 45,3 Years,0
186,Cameron Bairstow,Forward-Center,--,--,--,--,--,--,--,--,36,44,FALSE,1.2,0.2,1,--,"6'9"" (2.06m)",250lb (113kg),Australia,New Mexico,--,"December 7, 1990",2014 R2 Pick 49,3 Years,0
187,Mark Baker,--,--,--,--,--,--,--,--,--,1,0,FALSE,--,--,--,--,"6'1"" (1.85m)",175lb (79kg),USA,Ohio State,--,"November 11, 1969",Undrafted,1 Year,0
188,Maurice Baker,--,--,--,--,--,--,--,--,--,5,0,FALSE,--,0.2,0.4,--,"6'2"" (1.88m)",200lb (91kg),USA,Oklahoma State,--,"July 28, 1979",Undrafted,2 Years,0
189,Norm Baker,Guard,--,--,--,--,--,--,--,--,4,0,FALSE,--,--,--,--,"6'0"" (1.83m)",180lb (82kg),Canada,Victoria,--,"February 17, 1923",Undrafted,1 Year,0
190,Ron Baker,--,--,--,--,--,--,--,--,--,96,300,FALSE,3.1,1.8,1.4,--,"6'4"" (1.93m)",220lb (100kg),USA,Wichita State,--,"March 30, 1993",Undrafted,3 Years,0
191,Vin Baker,Forward,28 ,12 ,3 ,4 ,12 ,7 ,1 ,3 ,791,11839,FALSE,15,1.9,7.4,--,"6'11"" (2.11m)",240lb (109kg),USA,Hartford,--,"November 23, 1971",1993 R1 Pick 8,13 Years,5
192,Wade Baldwin IV,--,3 ,2 ,2 ,1 ,1 ,2 ,1 ,1 ,56,174,FALSE,3.1,1.4,1.2,--,"6'4"" (1.93m)",200lb (91kg),USA,Vanderbilt,--,"March 29, 1996",2016 R1 Pick 17,3 Years,0
193,Patrick Baldwin Jr.,Forward,--,1 ,--,--,--,--,--,--,31,122,FALSE,3.9,0.4,1.3,9.2,"6'9"" (2.06m)",220lb (100kg),USA,Wisconsin-Milwaukee,20 years,"November 18, 2002",2022 R1 Pick 28,Rookie,0
194,Renaldo Balkman,--,4 ,3 ,1 ,2 ,2 ,--,--,--,221,894,FALSE,4,0.6,3.5,--,"6'8"" (2.03m)",225lb (102kg),USA,South Carolina,--,"July 14, 1984",2006 R1 Pick 20,7 Years,0
195,Cedric Ball,Forward,--,--,--,--,--,--,--,--,7,8,FALSE,1.1,--,1.6,--,"6'8"" (2.03m)",210lb (95kg),USA,North Carolina-Charlotte,--,"April 16, 1968",Undrafted,1 Year,0
196,LaMelo Ball,Guard,--,--,--,--,--,--,--,--,162,3149,FALSE,23.3,8.4,6.4,12.2,"6'7"" (2.01m)",180lb (82kg),USA,Illawarra,21 years,"August 22, 2001",2020 R1 Pick 3,2 Years,5
197,Lonzo Ball,Guard,--,--,--,--,--,--,--,--,252,2995,FALSE,13,5.1,5.4,9.7,"6'6"" (1.98m)",190lb (86kg),USA,UCLA,25 years,"October 27, 1997",2017 R1 Pick 2,5 Years,1
198,Greg Ballard,Forward,20 ,12 ,6 ,5 ,8 ,7 ,2 ,1 ,802,9953,FALSE,12.4,2.2,6.1,--,"6'7"" (2.01m)",215lb (98kg),USA,Oregon,--,"January 29, 1955",1977 R1 Pick 4,11 Years,2
199,Herschel Baltimore,Forward,2 ,--,--,--,1 ,--,--,--,58,138,FALSE,2.4,0.3,--,--,"6'4"" (1.93m)",195lb (88kg),USA,Penn State,--,"June 21, 1921",Undrafted,1 Year,0
200,Mo Bamba,Center,--,3 ,1 ,--,--,--,--,1 ,275,2070,FALSE,6.6,0.9,4.6,10.1,"7'0"" (2.13m)",231lb (105kg),USA,Texas,24 years,"May 12, 1998",2018 R1 Pick 6,4 Years,0
201,Paolo Banchero,Forward,--,--,--,--,--,--,--,--,72,1437,FALSE,20,3.7,6.9,10.8,"6'10"" (2.08m)",250lb (113kg),USA,Duke,20 years,"November 12, 2002",2022 R1 Pick 1,Rookie,4
202,Desmond Bane,Guard,36 ,10 ,6 ,3 ,13 ,7 ,8 ,3 ,202,3256,FALSE,21.5,4.4,5,13.1,"6'5"" (1.96m)",215lb (98kg),USA,TCU,24 years,"June 25, 1998",2020 R1 Pick 30,2 Years,1
203,Gene Banks,Forward,24 ,11 ,7 ,4 ,11 ,6 ,--,1 ,468,5305,FALSE,11.3,2.9,5.8,--,"6'7"" (2.01m)",215lb (98kg),USA,Duke,--,"May 15, 1959",1981 R2 Pick 28,6 Years,0
204,Marcus Banks,Guard,11 ,3 ,4 ,2 ,4 ,2 ,2 ,1 ,348,2061,FALSE,5.9,2.1,1.5,--,"6'2"" (1.88m)",205lb (93kg),USA,UNLV,--,"November 19, 1981",2003 R1 Pick 13,9 Years,0
205,Ken Bannister,Forward,--,--,--,--,--,--,--,--,253,1501,FALSE,5.9,0.4,3.5,--,"6'9"" (2.06m)",235lb (107kg),USA,St. Augustine's,--,"April 1, 1960",1984 R7 Pick 156,5 Years,0
206,Mike Bantom,Forward,19 ,7 ,4 ,2 ,9 ,6 ,--,2 ,706,8568,FALSE,12.1,2.3,6.4,--,"6'9"" (2.06m)",200lb (91kg),USA,St. Joseph's (PA),--,"December 3, 1951",1973 R1 Pick 8,9 Years,0
207,Dalano Banton,Forward,3 ,2 ,1 ,1 ,1 ,1 ,--,--,95,347,FALSE,4.6,1.2,1.5,9.5,"6'7"" (2.01m)",204lb (93kg),Canada,Nebraska,23 years,"November 7, 1999",2021 R2 Pick 46,1 Year,0
208,Cat Barber,--,--,--,--,--,--,--,--,--,3,0,FALSE,--,1,1,--,"6'1"" (1.85m)",173lb (78kg),USA,North Carolina State,--,"July 25, 1994",2016,1 Year,0
209,John Barber,Forward,--,--,--,--,--,--,--,--,5,7,FALSE,1.4,--,1.2,--,"6'6"" (1.98m)",210lb (95kg),USA,California State-Los Angeles,--,"June 27, 1927",1956,1 Year,0
210,Leandro Barbosa,Guard,26 ,8 ,5 ,3 ,11 ,8 ,5 ,1 ,850,9035,FALSE,10.6,2.1,2,--,"6'3"" (1.91m)",194lb (88kg),Brazil,Bauru,--,"November 28, 1982",2003 R1 Pick 28,15 Years,2
211,Stephen Bardo,Guard,--,--,--,--,--,--,--,--,33,73,FALSE,2.2,1.3,1.8,--,"6'5"" (1.96m)",190lb (86kg),USA,Illinois,--,"April 5, 1968",1990 R2 Pick 41,3 Years,0
212,J.J. Barea,Guard,22 ,6 ,13 ,2 ,9 ,4 ,4 ,1 ,831,7415,FALSE,8.9,3.9,2.1,--,"5'10"" (1.78m)",180lb (82kg),Puerto Rico,Northeastern,--,"June 26, 1984",Undrafted,15 Years,1
213,Andrea Bargnani,--,18 ,7 ,4 ,2 ,6 ,4 ,2 ,2 ,550,7873,FALSE,14.3,1.2,4.6,--,"7'0"" (2.13m)",245lb (111kg),Italy,Benetton Treviso,--,"October 26, 1985",2006 R1 Pick 1,10 Years,3
214,Cliff Barker,Guard,12 ,--,--,--,4 ,4 ,--,--,149,557,FALSE,3.7,2,1.8,--,"6'2"" (1.88m)",185lb (84kg),USA,Kentucky,--,"January 15, 1921",1949,3 Years,0
215,Tom Barker,Center,--,--,--,--,--,--,--,--,98,639,FALSE,6.5,0.8,5.3,--,"6'11"" (2.11m)",225lb (102kg),USA,Hawaii,--,"March 11, 1955",1976 R4 Pick 53,2 Years,0
216,Charles Barkley,Forward,56 ,24 ,12 ,7 ,23 ,19 ,4 ,6 ,1073,23757,TRUE,22.1,3.9,11.7,--,"6'6"" (1.98m)",252lb (114kg),USA,Auburn,--,"February 20, 1963",1984 R1 Pick 5,16 Years,37
217,Erick Barkley,Guard,--,--,--,--,--,--,--,--,27,77,FALSE,2.9,1.5,0.8,--,"6'1"" (1.85m)",185lb (84kg),USA,St. John's (NY),--,"February 21, 1978",2000 R1 Pick 28,3 Years,0
218,Don Barksdale,Forward,17 ,--,3 ,--,5 ,7 ,--,--,262,2895,FALSE,11,2.1,8,--,"6'6"" (1.98m)",200lb (91kg),USA,UCLA,--,"March 31, 1923",Undrafted,4 Years,0
219,Dominick Barlow,Forward,--,--,--,--,--,--,--,--,28,110,FALSE,3.9,0.9,3.6,6.4,"6'9"" (2.06m)",215lb (98kg),USA,Overtime Elite,19 years,"May 26, 2003",Undrafted,Rookie,0
220,Harrison Barnes,Forward,26 ,12 ,4 ,3 ,10 ,7 ,5 ,2 ,829,11796,FALSE,15,1.6,4.5,8.8,"6'8"" (2.03m)",225lb (102kg),USA,North Carolina,30 years,"May 30, 1992",2012 R1 Pick 7,10 Years,2
221,Harry Barnes,Forward,--,--,--,--,--,--,--,--,22,43,FALSE,2,0.2,1.2,--,"6'3"" (1.91m)",205lb (93kg),USA,Northeastern,--,"July 25, 1945",1968 R4 Pick 37,1 Year,0
222,Jim Barnes,Center,27 ,--,2 ,--,12 ,4 ,--,--,454,3997,FALSE,8.8,0.8,6.5,--,"6'8"" (2.03m)",210lb (95kg),USA,Texas-El Paso,--,"April 13, 1941",1964 R1 Pick 1,7 Years,2
223,Marvin Barnes,Forward,--,--,--,--,--,--,--,--,171,1569,FALSE,9.2,1.5,5.5,--,"6'9"" (2.06m)",210lb (95kg),USA,Providence,--,"July 27, 1952",1974 R1 Pick 2,4 Years,0
224,Matt Barnes,Forward,30 ,11 ,7 ,4 ,11 ,7 ,6 ,2 ,929,7589,FALSE,8.2,1.8,4.6,--,"6'7"" (2.01m)",226lb (103kg),USA,UCLA,--,"March 9, 1980",2002 R2 Pick 45,15 Years,0
225,Scottie Barnes,Forward,18 ,11 ,8 ,3 ,8 ,7 ,2 ,1 ,151,2313,FALSE,15.3,4.8,6.6,10.3,"6'8"" (2.03m)",225lb (102kg),USA,Florida State,21 years,"August 1, 2001",2021 R1 Pick 4,1 Year,4
226,Dick Barnett,Guard,31 ,--,9 ,--,14 ,11 ,--,--,971,15358,FALSE,15.8,2.8,2.9,--,"6'4"" (1.93m)",190lb (86kg),USA,Tennessee State,--,"October 2, 1936",1959 R1 Pick 4,14 Years,0
227,Jim Barnett,Guard,30 ,--,7 ,--,12 ,9 ,--,--,732,8536,FALSE,11.7,3,3.1,--,"6'4"" (1.93m)",170lb (77kg),USA,Oregon,--,"July 7, 1944",1966 R1 Pick 8,11 Years,0
228,John Barnhill,Guard,16 ,--,6 ,--,6 ,4 ,--,--,426,3648,FALSE,8.6,2.8,2.8,--,"6'1"" (1.85m)",180lb (82kg),USA,Tennessee State,--,"March 20, 1938",1959 R11 Pick 77,7 Years,0
